page	section	item	key	field	en	ms	content_type	translatable	render	ms_status	en_chars	ms_chars	len_ratio	glossary_hits	draft	placeholder	correction	has_image	image_ref
staff	members	5 · ms-emalin-nasuha-hachim	staff.members[5].photo	photo	assets/img/staff-pdf/ms-emalin-nasuha-hachim.jpg	assets/img/staff-pdf/ms-emalin-nasuha-hachim.jpg	non-copy	FALSE	js	identical	48	48	1.00	Staff	FALSE	FALSE		TRUE	assets/img/staff-pdf/ms-emalin-nasuha-hachim.jpg
staff	members	6 · ms-syahira-hassan	staff.members[6].id	id	ms-syahira-hassan	ms-syahira-hassan	non-copy	FALSE	js	identical	17	17	1.00		FALSE	FALSE		TRUE	assets/img/staff-pdf/ms-syahira-hassan.jpg
staff	members	6 · ms-syahira-hassan	staff.members[6].name	name	Ms Syahira Hassan, OTR/L	Ms Syahira Hassan, OTR/L	microcopy	TRUE	js	identical	24	24	1.00		FALSE	FALSE		TRUE	assets/img/staff-pdf/ms-syahira-hassan.jpg
staff	members	6 · ms-syahira-hassan	staff.members[6].role	role	Occupational Therapist	Ahli Terapi Carakerja	microcopy	TRUE	js	translated	22	21	0.95		FALSE	FALSE		TRUE	assets/img/staff-pdf/ms-syahira-hassan.jpg
staff	members	6	staff.members[6].credentials[0]	credentials	Diploma in Occupational Therapy, Universiti Teknologi MARA (UiTM)	Diploma in Occupational Therapy, Universiti Teknologi MARA (UiTM)	list-item	TRUE	js	identical	65	65	1.00	Occupational Therapy	FALSE	FALSE		FALSE	
staff	members	6 · ms-syahira-hassan	staff.members[6].greeting	greeting	Hi, I'm Syahira	Hai, saya Syahira	microcopy	TRUE	js	translated	15	17	1.13		FALSE	FALSE		TRUE	assets/img/staff-pdf/ms-syahira-hassan.jpg
staff	members	6 · ms-syahira-hassan	staff.members[6].personalLine	personalLine	⟪PLACEHOLDER⟫ Lorem ipsum dolor sit amet.	⟪PLACEHOLDER⟫ Lorem ipsum dolor sit amet.	microcopy	TRUE	js	identical	41	41	1.00		FALSE	TRUE		TRUE	assets/img/staff-pdf/ms-syahira-hassan.jpg
staff	members	6 · ms-syahira-hassan	staff.members[6].bio	bio	⟪PLACEHOLDER⟫ Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.	⟪PLACEHOLDER⟫ Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.	body	TRUE	js	identical	137	137	1.00		FALSE	TRUE		TRUE	assets/img/staff-pdf/ms-syahira-hassan.jpg
staff	members	6 · ms-syahira-hassan	staff.members[6].photo	photo	assets/img/staff-pdf/ms-syahira-hassan.jpg	assets/img/staff-pdf/ms-syahira-hassan.jpg	non-copy	FALSE	js	identical	42	42	1.00	Staff	FALSE	FALSE		TRUE	assets/img/staff-pdf/ms-syahira-hassan.jpg
staff	members	7 · ms-farwizah	staff.members[7].id	id	ms-farwizah	ms-farwizah	non-copy	FALSE	js	identical	11	11	1.00		FALSE	FALSE		TRUE	assets/img/staff/ms-farwizah.jpeg
staff	members	7 · ms-farwizah	staff.members[7].name	name	Ms. Farwizah	Ms. Farwizah	microcopy	TRUE	js	identical	12	12	1.00		FALSE	FALSE		TRUE	assets/img/staff/ms-farwizah.jpeg
staff	members	7 · ms-farwizah	staff.members[7].role	role	Special Education Teacher	Guru Pendidikan Khas	microcopy	TRUE	js	translated	25	20	0.80	Special Education	FALSE	FALSE		TRUE	assets/img/staff/ms-farwizah.jpeg
staff	members	7	staff.members[7].credentials[0]	credentials	Bachelor of Psychology (Hons), Universiti Pendidikan Sultan Idris (UPSI)	Bachelor of Psychology (Hons), Universiti Pendidikan Sultan Idris (UPSI)	list-item	TRUE	js	identical	72	72	1.00		FALSE	FALSE		FALSE	
staff	members	7	staff.members[7].credentials[1]	credentials	Diploma Pascasiswazah Pendidikan (DPP), Universiti Kebangsaan Malaysia (UKM)	Diploma Pascasiswazah Pendidikan (DPP), Universiti Kebangsaan Malaysia (UKM)	list-item	TRUE	js	identical	76	76	1.00		FALSE	FALSE		FALSE	
staff	members	7	staff.members[7].credentials[2]	credentials	Permit Mengajar JPNS.SPS-2026/PTGPP/14/0805	Permit Mengajar JPNS.SPS-2026/PTGPP/14/0805	list-item	TRUE	js	identical	43	43	1.00		FALSE	FALSE		FALSE	
staff	members	7 · ms-farwizah	staff.members[7].greeting	greeting	Hi, I'm Farwizah	Hai, saya Farwizah	microcopy	TRUE	js	translated	16	18	1.12		FALSE	FALSE		TRUE	assets/img/staff/ms-farwizah.jpeg
staff	members	7 · ms-farwizah	staff.members[7].personalLine	personalLine	I want every child to grow into as much of themselves as they can — and to do it independently.	Saya mahu setiap kanak-kanak membesar menjadi diri mereka sepenuh mungkin — dan melakukannya secara berdikari.	microcopy	TRUE	js	translated	95	110	1.16	Child	FALSE	FALSE		TRUE	assets/img/staff/ms-farwizah.jpeg
staff	members	7 · ms-farwizah	staff.members[7].bio	bio	A special needs education teacher with a background in psychology and education, working to help children grow to the most of their potential and become independent. Also active in volunteerism — supporting those in need and contributing to children's development.	Guru pendidikan khas dengan latar belakang dalam psikologi dan pendidikan, berusaha membantu kanak-kanak berkembang ke tahap potensi terbaik mereka dan menjadi berdikari. Turut aktif dalam kerja sukarela — menyokong mereka yang memerlukan dan menyumbang kepada perkembangan kanak-kanak.	body	TRUE	js	translated	264	286	1.08	Child;Children	FALSE	FALSE		TRUE	assets/img/staff/ms-farwizah.jpeg
staff	members	7 · ms-farwizah	staff.members[7].photo	photo	assets/img/staff/ms-farwizah.jpeg	assets/img/staff/ms-farwizah.jpeg	non-copy	FALSE	js	identical	33	33	1.00	Staff	FALSE	FALSE		TRUE	assets/img/staff/ms-farwizah.jpeg
staff	members	8 · mrs-nur-ain-nabila	staff.members[8].id	id	mrs-nur-ain-nabila	mrs-nur-ain-nabila	non-copy	FALSE	js	identical	18	18	1.00		FALSE	FALSE		FALSE	
staff	members	8 · mrs-nur-ain-nabila	staff.members[8].name	name	Mrs Nur Ain Nabila	Mrs Nur Ain Nabila	microcopy	TRUE	js	identical	18	18	1.00		FALSE	FALSE		FALSE	
staff	members	8 · mrs-nur-ain-nabila	staff.members[8].role	role	Administrator	Pentadbir	microcopy	TRUE	js	translated	13	9	0.69		FALSE	FALSE		FALSE	
staff	members	8	staff.members[8].credentials[0]	credentials	Bachelor of Business Administration and Finance, Universiti Teknologi MARA (UiTM)	Bachelor of Business Administration and Finance, Universiti Teknologi MARA (UiTM)	list-item	TRUE	js	identical	81	81	1.00		FALSE	FALSE		FALSE	
staff	members	8 · mrs-nur-ain-nabila	staff.members[8].greeting	greeting	Hi, I'm Nur Ain	Hai, saya Nur Ain	microcopy	TRUE	js	translated	15	17	1.13		FALSE	FALSE		FALSE	
staff	members	8 · mrs-nur-ain-nabila	staff.members[8].personalLine	personalLine	⟪PLACEHOLDER⟫ Lorem ipsum dolor sit amet.	⟪PLACEHOLDER⟫ Lorem ipsum dolor sit amet.	microcopy	TRUE	js	identical	41	41	1.00		FALSE	TRUE		FALSE	
staff	members	8 · mrs-nur-ain-nabila	staff.members[8].bio	bio	⟪PLACEHOLDER⟫ Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.	⟪PLACEHOLDER⟫ Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.	body	TRUE	js	identical	137	137	1.00		FALSE	TRUE		FALSE	
services	media		common.media.captions.servicesHero	servicesHero	Building sentences, one card at a time.	Membina ayat, satu kad pada satu masa.	microcopy	TRUE	static	translated	39	38	0.97		TRUE	FALSE		TRUE	assets/img/anchors/services-hero.jpg
services	media		common.media.alts.servicesHero	servicesHero	A child's hands arranging word cards on a table during a language session	Tangan seorang kanak-kanak menyusun kad perkataan di atas meja semasa sesi bahasa	alt-text	TRUE	static	translated	73	81	1.11	Session;Child	TRUE	FALSE		TRUE	assets/img/anchors/services-hero.jpg
services	hero		services.hero.title	title	OUR SERVICES	PERKHIDMATAN KAMI	heading	TRUE	static	translated	12	17	1.42		FALSE	FALSE		TRUE	assets/img/anchors/services-hero.jpg
services	hero		services.hero.subtitle	subtitle	Urbane Ethos Early Intervention Center offers language enhancement and social and cognitive stimulation intervention for typically developing children and children with special needs, school age children, and adults. We offer client centered rehabilitation and therapy for motor development, sensory integration, speech-language therapy as well as social and cognitive stimulation for neurodivergent individuals ranging from toddlers, children, adults and elderly.	Pusat Intervensi Awal Urbane Ethos menawarkan intervensi peningkatan bahasa serta stimulasi sosial dan kognitif untuk kanak-kanak yang berkembang secara tipikal dan kanak-kanak berkeperluan khas, kanak-kanak usia sekolah, dan orang dewasa. Kami menawarkan pemulihan dan terapi berpusatkan klien untuk perkembangan motor, integrasi sensori, terapi bahasa-pertuturan serta stimulasi sosial dan kognitif untuk individu neurodivergen yang merangkumi bayi, kanak-kanak, orang dewasa dan warga emas.	body	TRUE	static	translated	464	493	1.06	Early Intervention;Urbane Ethos Early Intervention Center;Center;Child;Children;School age;Adult	FALSE	FALSE		TRUE	assets/img/anchors/services-hero.jpg
services	items	0 · screening	services.items[0].key	key	screening	screening	non-copy	FALSE	js	identical	9	9	1.00		FALSE	FALSE		FALSE	
services	items	0 · screening	services.items[0].title	title	Screening	Saringan	heading	TRUE	js	translated	9	8	0.89		FALSE	FALSE		FALSE	
services	items	0 · screening	services.items[0].icon	icon	screening	screening	non-copy	FALSE	js	identical	9	9	1.00		FALSE	FALSE		FALSE	
services	items	0 · screening	services.items[0].whatItIs	whatItIs	Screening for individuals or for childcare providers/learning centers — a broad picture of your child's development and early identification of potential issues. We offer two screening services: 1. Occupational Therapy: fine motor, school readiness. 2. Clinical Psychology: emotional, behavioural.	Saringan untuk individu atau untuk penyedia jagaan kanak-kanak/pusat pembelajaran — gambaran menyeluruh tentang perkembangan anak anda dan pengenalpastian awal isu berpotensi. Kami menawarkan dua perkhidmatan saringan: 1. Terapi Carakerja: motor halus, kesediaan sekolah. 2. Psikologi Klinikal: emosi, tingkah laku.	body	TRUE	js	translated	297	315	1.06	Occupational Therapy;Clinical Psychology;Center;Child	FALSE	FALSE		FALSE	
services	items	0 · screening	services.items[0].whoItsFor	whoItsFor	Would you like to know whether your child's development is as expected? If you have a LITTLE concern, a screening gives a broad picture of development, early identification of potential issues, and determines if further evaluation or intervention is needed. If you have A LOT of concerns, go straight to a Full Assessment.	Ingin tahu sama ada perkembangan anak anda seperti yang dijangkakan? Jika anda mempunyai SEDIKIT kebimbangan, saringan memberikan gambaran menyeluruh tentang perkembangan, pengenalpastian awal isu berpotensi, dan menentukan sama ada penilaian atau intervensi lanjut diperlukan. Jika anda mempunyai BANYAK kebimbangan, terus dapatkan Penilaian Penuh.	body	TRUE	js	translated	322	349	1.08	Child	FALSE	FALSE		FALSE	
services	items	0 · screening	services.items[0].whatToExpect	whatToExpect	A broad developmental check by our allied-health team. If the screening shows further evaluation is needed, we will recommend a Full Assessment.	Pemeriksaan perkembangan menyeluruh oleh pasukan kesihatan bersekutu kami. Jika saringan menunjukkan penilaian lanjut diperlukan, kami akan mengesyorkan Penilaian Penuh.	body	TRUE	js	translated	144	169	1.17	Team	FALSE	FALSE		FALSE	
services	items	0	services.items[0].faqs[0].q	q	Screening or full assessment — which one do we need?	Saringan atau penilaian penuh — yang mana kami perlukan?	faq-q	TRUE	js	translated	52	56	1.08		FALSE	FALSE		FALSE	
services	items	0	services.items[0].faqs[0].a	a	A little concern: start with a Screening — it gives a broad picture of development and early identification of potential issues, and determines if further evaluation or intervention is needed. A lot of concerns: book a Full Assessment — it gives a comprehensive understanding of strengths, challenges and specific developmental needs, personalised strategies, therapies and interventions, and helps identify conditions like Autism, ADHD, and learning disabilities.	Sedikit kebimbangan: mulakan dengan Saringan — ia memberikan gambaran menyeluruh tentang perkembangan dan pengenalpastian awal isu berpotensi, serta menentukan sama ada penilaian atau intervensi lanjut diperlukan. Banyak kebimbangan: tempah Penilaian Penuh — ia memberikan pemahaman menyeluruh tentang kekuatan, cabaran dan keperluan perkembangan khusus, strategi, terapi dan intervensi yang diperibadikan, serta membantu mengenal pasti keadaan seperti Autisme, ADHD, dan ketidakupayaan pembelajaran.	faq-a	TRUE	js	translated	464	500	1.08		FALSE	FALSE		FALSE	
services	items	1	services.items[0].faqs[1].q	q	How many concerns count as 'a lot'?	Berapa banyak kebimbangan dikira 'banyak'?	faq-q	TRUE	js	translated	35	42	1.20		FALSE	FALSE		FALSE	
services	items	1	services.items[0].faqs[1].a	a	As a guide from our concerns checklist: 1 or 2 concerns ticked — a screening is a good start. 3 or more ticks — book a full assessment.	Sebagai panduan daripada senarai semak kebimbangan kami: 1 atau 2 kebimbangan ditanda — saringan ialah permulaan yang baik. 3 atau lebih tanda — tempah penilaian penuh.	faq-a	TRUE	js	translated	135	168	1.24		FALSE	FALSE		FALSE	
services	items	0 · screening	services.items[0].cta	cta	Enquire about Screening	Tanyakan tentang Saringan	cta	TRUE	js	translated	23	25	1.09		FALSE	FALSE		FALSE	
services	items	1 · assessment	services.items[1].key	key	assessment	assessment	non-copy	FALSE	js	identical	10	10	1.00		FALSE	FALSE		FALSE	
services	items	1 · assessment	services.items[1].title	title	Assessment	Penilaian	heading	TRUE	js	translated	10	9	0.90		FALSE	FALSE		FALSE	
services	items	1 · assessment	services.items[1].icon	icon	screening	screening	non-copy	FALSE	js	identical	9	9	1.00		FALSE	FALSE		FALSE	
services	items	1 · assessment	services.items[1].whatItIs	whatItIs	At Urbane Ethos, we provide a holistic 3-in-1 assessment comprising of all three different areas of allied health: Occupational Therapy, Speech-Language and Communication as well as Clinical Psychology. A 4th component would also be included, if the child is already of learning age. Usually, the assessment could take around 1-2 hours depending on the needs of the child. A full MULTIDISCIPLINARY developmental assessment of child's language, fine & gross motor, sensory profile and if necessary learning, with a referral report to identified paediatrician, child psychologist and SLPs.	Di Urbane Ethos, kami menyediakan penilaian holistik 3-in-1 yang merangkumi ketiga-tiga bidang kesihatan bersekutu yang berbeza: Terapi Carakerja, Bahasa-Pertuturan dan Komunikasi serta Psikologi Klinikal. Komponen ke-4 turut disertakan jika anak sudah mencapai usia pembelajaran. Kebiasaannya, penilaian mengambil masa sekitar 1-2 jam bergantung pada keperluan anak. Penilaian perkembangan MULTIDISIPLIN penuh terhadap bahasa, motor halus & kasar, profil sensori dan jika perlu pembelajaran anak, dengan laporan rujukan kepada pakar pediatrik, ahli psikologi kanak-kanak dan SLP yang dikenal pasti.	body	TRUE	js	translated	587	599	1.02	Occupational Therapy;Clinical Psychology;Child;Necessary	FALSE	FALSE		FALSE	
services	items	1 · assessment	services.items[1].whoItsFor	whoItsFor	It is a 3-in-1 package for 0-20 years old and older, including OT, Clinical Psychology and Speech-Language Assessment — plus a Learning/School readiness assessment for those of school age and older.	Ia merupakan pakej 3-in-1 untuk usia 0-20 tahun dan lebih tua, termasuk OT, Psikologi Klinikal dan Penilaian Bahasa-Pertuturan — serta penilaian kesediaan Pembelajaran/Sekolah untuk mereka yang berusia sekolah dan lebih tua.	body	TRUE	js	translated	198	224	1.13	Clinical Psychology;School age	FALSE	FALSE		FALSE	
services	items	1 · assessment	services.items[1].whatToExpect	whatToExpect	Assessments run on weekdays, appointment based. Three allied health professionals are involved: 1) Occupational therapist: assess sensory integration, gross motor, and fine motor development and activities of daily living (ADL). 2) Speech/Language therapist: assess pre-verbal skills, receptive and expressive language; if the child is already ready for learning, academic performance is assessed as well. 3) Clinical psychologist: review and observe behaviour, play skills, and whether they are appropriate to age and development. Consultation charges are included in the assessment.	Penilaian dijalankan pada hari bekerja, berdasarkan temu janji. Tiga profesional kesihatan bersekutu terlibat: 1) Ahli terapi carakerja: menilai integrasi sensori, motor kasar, dan perkembangan motor halus serta aktiviti kehidupan harian (ADL). 2) Ahli terapi pertuturan/bahasa: menilai kemahiran pra-verbal, bahasa reseptif dan ekspresif; jika anak sudah bersedia untuk belajar, prestasi akademik turut dinilai. 3) Ahli psikologi klinikal: menyemak dan memerhati tingkah laku, kemahiran bermain, dan sama ada ia sesuai dengan usia dan perkembangan. Caj konsultasi disertakan dalam penilaian.	body	TRUE	js	translated	584	592	1.01	Child	FALSE	FALSE		FALSE	
services	items	0	services.items[1].faqs[0].q	q	How long does the assessment take?	Berapa lama penilaian mengambil masa?	faq-q	TRUE	js	translated	34	37	1.09		FALSE	FALSE		FALSE	
services	items	0	services.items[1].faqs[0].a	a	Usually around 1-2 hours depending on the needs of the child.	Kebiasaannya sekitar 1-2 jam bergantung pada keperluan anak.	faq-a	TRUE	js	translated	61	60	0.98	Child	FALSE	FALSE		FALSE	
services	items	1	services.items[1].faqs[1].q	q	What happens after the assessment?	Apa yang berlaku selepas penilaian?	faq-q	TRUE	js	translated	34	35	1.03		FALSE	FALSE		FALSE	
services	items	1	services.items[1].faqs[1].a	a	You can proceed to programmes: intensive sessions within 30 days, individual sessions booked per session, or the grouping programme (morning and afternoon sessions). Then book a session and attend.	Anda boleh meneruskan ke program: sesi intensif dalam tempoh 30 hari, sesi individu yang ditempah setiap sesi, atau program berkumpulan (sesi pagi dan petang). Kemudian tempah sesi dan hadir.	faq-a	TRUE	js	translated	197	191	0.97	Session;Book a session	FALSE	FALSE		FALSE	
services	items	1 · assessment	services.items[1].cta	cta	Enquire about Assessment	Tanyakan tentang Penilaian	cta	TRUE	js	translated	24	26	1.08		FALSE	FALSE		FALSE	
services	items	2 · ot	services.items[2].key	key	ot	ot	non-copy	FALSE	js	identical	2	2	1.00		FALSE	FALSE		FALSE	
services	items	2 · ot	services.items[2].title	title	Occupational Therapy (OT)	Terapi Carakerja (OT)	heading	TRUE	js	translated	25	21	0.84	Occupational Therapy	FALSE	FALSE		FALSE	
services	items	2 · ot	services.items[2].icon	icon	ot	ot	non-copy	FALSE	js	identical	2	2	1.00		FALSE	FALSE		FALSE	
services	items	2 · ot	services.items[2].whatItIs	whatItIs	Paediatric occupational therapy focuses on helping children develop the skills they need to grow into functional, independent adults. Physical impairment, injuries, and a host of other issues can hamper a child's ability to perform common tasks or progress normally through the stages of social or cognitive development.	Terapi carakerja pediatrik memberi tumpuan untuk membantu anak membina kemahiran yang diperlukan agar mereka membesar menjadi orang dewasa yang berfungsi dan berdikari. Ketidakupayaan fizikal, kecederaan, dan pelbagai isu lain boleh menghalang keupayaan anak melaksanakan tugas harian atau berkembang secara normal melalui peringkat perkembangan sosial atau kognitif.	body	TRUE	js	translated	320	367	1.15	Occupational Therapy;Child;Children;Adult	FALSE	FALSE		FALSE	
services	items	2 · ot	services.items[2].whoItsFor	whoItsFor	Children showing concerns in: Fine Motor (poor handwriting, difficulty using utensils or manipulating toys like building blocks); Gross Motor (trouble walking, running, climbing, or balancing); Self-Care (dressing, brushing teeth, eating independently, toileting); Sensory Processing (over-sensitive or avoids textures, sounds, lights, movement — or seeks excessive sensory input); Coordination and Strength (clumsy, trips or falls often, weak muscle tone).	Anak-anak yang menunjukkan kebimbangan dalam: Motor Halus (tulisan tangan lemah, sukar menggunakan perkakas atau memanipulasi mainan seperti blok binaan); Motor Kasar (sukar berjalan, berlari, memanjat, atau mengimbang); Jagaan Diri (memakai pakaian, memberus gigi, makan sendiri, ke tandas); Pemprosesan Sensori (terlalu sensitif atau mengelak tekstur, bunyi, cahaya, pergerakan — atau mencari input sensori berlebihan); Koordinasi dan Kekuatan (kekok, kerap tersandung atau jatuh, tonus otot lemah).	body	TRUE	js	translated	457	501	1.10	Child;Children	FALSE	FALSE		FALSE	
services	items	2 · ot	services.items[2].whatToExpect	whatToExpect	Individual or Group sessions. The first session is an assessment: we observe, play, and try a few activities together. From there, sessions run weekly and focus on fine motor skills, sensory regulation, or daily living — whichever your child needs.	Sesi individu atau Berkumpulan. Sesi pertama ialah penilaian: kami memerhati, bermain, dan mencuba beberapa aktiviti bersama. Selepas itu, sesi dijalankan mingguan dan memberi tumpuan pada kemahiran motor halus, regulasi sensori, atau kehidupan harian — mengikut keperluan anak anda.	body	TRUE	js	translated	248	283	1.14	Session;Child	FALSE	FALSE		FALSE	
services	items	0	services.items[2].faqs[0].q	q	⟪PLACEHOLDER⟫ Lorem ipsum dolor sit amet?	⟪PLACEHOLDER⟫ Lorem ipsum dolor sit amet?	faq-q	TRUE	js	identical	41	41	1.00		FALSE	TRUE		FALSE	
services	items	0	services.items[2].faqs[0].a	a	⟪PLACEHOLDER⟫ Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.	⟪PLACEHOLDER⟫ Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.	faq-a	TRUE	js	identical	137	137	1.00		FALSE	TRUE		FALSE	
services	items	2 · ot	services.items[2].cta	cta	Enquire about Occupational Therapy	Tanyakan tentang Terapi Carakerja	cta	TRUE	js	translated	34	33	0.97	Occupational Therapy	FALSE	FALSE		FALSE	
services	items	3 · speech	services.items[3].key	key	speech	speech	non-copy	FALSE	js	identical	6	6	1.00		FALSE	FALSE		FALSE	
services	items	3 · speech	services.items[3].title	title	Speech Language Therapy (SLP)	Terapi Bahasa Pertuturan (SLP)	heading	TRUE	js	translated	29	30	1.03		FALSE	FALSE		FALSE	
services	items	3 · speech	services.items[3].icon	icon	speech	speech	non-copy	FALSE	js	identical	6	6	1.00		FALSE	FALSE		FALSE	
services	items	3 · speech	services.items[3].whatItIs	whatItIs	Speech therapists handle speech issues such as stuttering or lisps, as well as helping other kinds of problems with spoken and written language such as dyslexia, dyspraxia, and auditory processing disorder. In fact, a speech therapist is more accurately called a speech-language pathologist (SLP). SLPs figure out what kind of language problem a student has. They determine what's causing it and decide on the best treatment. SLPs may help kids build skills by working with them one-on-one, in small groups, or in the classroom.	Ahli terapi pertuturan menangani isu pertuturan seperti gagap atau pelat, serta membantu masalah bahasa lisan dan bertulis seperti disleksia, dispraksia, dan gangguan pemprosesan auditori. Sebenarnya, ahli terapi pertuturan lebih tepat dipanggil pakar patologi bahasa-pertuturan (SLP). SLP mengenal pasti jenis masalah bahasa yang dialami seorang pelajar. Mereka menentukan puncanya dan memilih rawatan terbaik. SLP boleh membantu anak-anak membina kemahiran dengan bekerja secara satu-dengan-satu, dalam kumpulan kecil, atau di dalam bilik darjah.	body	TRUE	js	translated	528	548	1.04		FALSE	FALSE		FALSE	
services	items	3 · speech	services.items[3].whoItsFor	whoItsFor	Children showing concerns in: Speech Development (limited babbling by 12 months, no single words by 16 months, unclear speech beyond age 2); Understanding Language (difficulty following simple instructions); Expressing Needs (limited vocabulary, trouble forming sentences); Social Interaction (avoids eye contact, trouble engaging, no gestures like pointing or waving); Repetitive Language (echolalia; words without meaning).	Anak-anak yang menunjukkan kebimbangan dalam: Perkembangan Pertuturan (celoteh terhad menjelang 12 bulan, tiada perkataan tunggal menjelang 16 bulan, pertuturan tidak jelas selepas usia 2 tahun); Memahami Bahasa (sukar mengikut arahan mudah); Meluahkan Keperluan (perbendaharaan kata terhad, sukar membentuk ayat); Interaksi Sosial (mengelak hubungan mata, sukar melibatkan diri, tiada isyarat seperti menunjuk atau melambai); Bahasa Berulang (ekolalia; perkataan tanpa makna).	body	TRUE	js	translated	425	477	1.12	Child;Children	FALSE	FALSE		FALSE	
services	items	3 · speech	services.items[3].whatToExpect	whatToExpect	Individual or Group sessions. The first visit is a language assessment — we'll play, ask questions, and listen carefully. After that, sessions are weekly and target the specific area your child is working on, with home activities you can do in short bursts.	Sesi individu atau Berkumpulan. Lawatan pertama ialah penilaian bahasa — kami akan bermain, bertanya, dan mendengar dengan teliti. Selepas itu, sesi dijalankan mingguan dan mensasarkan bidang khusus yang sedang anak anda usahakan, dengan aktiviti rumah yang boleh dilakukan dalam tempoh singkat.	body	TRUE	js	translated	257	295	1.15	Session;Child	FALSE	FALSE		FALSE	
services	items	0	services.items[3].faqs[0].q	q	⟪PLACEHOLDER⟫ Lorem ipsum dolor sit amet?	⟪PLACEHOLDER⟫ Lorem ipsum dolor sit amet?	faq-q	TRUE	js	identical	41	41	1.00		FALSE	TRUE		FALSE	
services	items	0	services.items[3].faqs[0].a	a	⟪PLACEHOLDER⟫ Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.	⟪PLACEHOLDER⟫ Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.	faq-a	TRUE	js	identical	137	137	1.00		FALSE	TRUE		FALSE	
services	items	3 · speech	services.items[3].cta	cta	Enquire about Speech Therapy	Tanyakan tentang Terapi Pertuturan	cta	TRUE	js	translated	28	34	1.21	Speech Therapy	FALSE	FALSE		FALSE	
services	items	4 · specialed	services.items[4].key	key	specialed	specialed	non-copy	FALSE	js	identical	9	9	1.00		FALSE	FALSE		FALSE	
services	items	4 · specialed	services.items[4].title	title	Cognitive Therapy & Special Education	Terapi Kognitif & Pendidikan Khas	heading	TRUE	js	translated	37	33	0.89	Special Education	FALSE	FALSE		FALSE	
services	items	4 · specialed	services.items[4].icon	icon	specialed	specialed	non-copy	FALSE	js	identical	9	9	1.00		FALSE	FALSE		FALSE	
services	items	4 · specialed	services.items[4].whatItIs	whatItIs	Cognitive therapy and special education (SPED) delivered as part of our integrated, multidisciplinary set up — therapists from Occupational Therapy (OT), Speech, Language and Pathology (SLP) and Special Education (SPED) working harmoniously to provide programmes and services catered individually to your child's needs. All employees in our company are professionally licensed.	Terapi kognitif dan pendidikan khas (SPED) disampaikan sebagai sebahagian daripada susunan bersepadu dan multidisiplin kami — ahli terapi daripada Terapi Carakerja (OT), Bahasa, Pertuturan dan Patologi (SLP) serta Pendidikan Khas (SPED) yang bekerja secara harmoni untuk menyediakan program dan perkhidmatan yang disesuaikan secara individu mengikut keperluan anak anda. Semua pekerja dalam syarikat kami mempunyai lesen profesional.	body	TRUE	js	translated	377	433	1.15	Occupational Therapy;Special Education;Child	FALSE	FALSE		FALSE	
services	items	4 · specialed	services.items[4].whoItsFor	whoItsFor	⟪PLACEHOLDER⟫ Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.	⟪PLACEHOLDER⟫ Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.	body	TRUE	js	identical	137	137	1.00		FALSE	TRUE		FALSE	
services	items	4 · specialed	services.items[4].whatToExpect	whatToExpect	⟪PLACEHOLDER⟫ Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.	⟪PLACEHOLDER⟫ Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.	body	TRUE	js	identical	137	137	1.00		FALSE	TRUE		FALSE	
services	items	0	services.items[4].faqs[0].q	q	⟪PLACEHOLDER⟫ Lorem ipsum dolor sit amet?	⟪PLACEHOLDER⟫ Lorem ipsum dolor sit amet?	faq-q	TRUE	js	identical	41	41	1.00		FALSE	TRUE		FALSE	
services	items	0	services.items[4].faqs[0].a	a	⟪PLACEHOLDER⟫ Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.	⟪PLACEHOLDER⟫ Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.	faq-a	TRUE	js	identical	137	137	1.00		FALSE	TRUE		FALSE	
services	items	4 · specialed	services.items[4].cta	cta	Enquire about Cognitive Therapy & Special Education	Tanyakan tentang Terapi Kognitif & Pendidikan Khas	cta	TRUE	js	translated	51	50	0.98	Special Education	FALSE	FALSE		FALSE	
